student_id,age,gender,study_hours,attendance_rate,assignment_score,midterm_score,final_score,internet_access,parent_education,sleep_hours,part_time_job,stress_level,extracurricular,final_grade
569,18,Male,4.09,61.19,54.39,71.48,67.17,Yes,Master,5.79,No,6,No,F
570,22,Female,5.15,87.02,80.51,81.09,64.38,Yes,Bachelor,7.72,No,2,Yes,C
571,23,Male,2.76,61.79,90.72,64.68,65.75,No,High School,7.83,No,3,No,C
572,21,Male,4.25,78.02,69.2,84.34,88.8,Yes,Master,6.43,Yes,5,Yes,F
573,22,Female,2.92,97.18,86.19,63.52,71.6,Yes,PhD,7.27,Yes,4,Yes,B
574,24,Female,6.34,66.61,93.34,53.85,77.67,Yes,High School,9.65,Yes,2,No,B
575,18,Male,2.41,75.59,72.45,56.41,65.37,Yes,Bachelor,8.15,Yes,4,No,D
576,23,Male,4.09,89.19,71.62,69.25,91.81,Yes,High School,6.1,Yes,8,Yes,A
577,23,Male,4.49,95.29,66.02,69.21,43.43,No,PhD,8,Yes,5,No,C
578,23,Female,4.59,86.84,69.9,73.93,53.69,No,Master,6.1,Yes,5,No,D
579,21,Female,3.13,70.33,66.85,68.92,77.7,Yes,Master,4.1,No,3,Yes,F
580,22,Female,2.66,86.98,66.01,81.73,98.26,Yes,PhD,6.98,Yes,8,Yes,C
581,21,Female,3.15,71.87,86.99,66.87,68.62,Yes,Master,8.56,Yes,6,Yes,A
582,19,Female,4.79,88.74,67.1,46.04,59.36,Yes,PhD,8.4,Yes,2,Yes,A
583,19,Male,3.78,98.16,77.59,68.55,87.01,Yes,Master,7.38,No,2,Yes,B
584,22,Female,5.19,88.86,75.38,45.92,76.86,Yes,Master,6.46,Yes,9,Yes,D
585,24,Male,4.72,94.52,89.98,73.26,91.35,Yes,Master,7.49,Yes,7,No,F
586,21,Male,0.58,60.08,69.97,82.69,52.64,Yes,Bachelor,6.73,No,9,No,C
587,18,Male,4.37,88.7,78.81,58.17,90.18,Yes,Bachelor,6.49,Yes,6,Yes,A
588,23,Female,7.38,93.18,82.91,87.02,48.77,Yes,PhD,8.06,Yes,5,No,C
589,23,Female,5.99,61.62,89.9,80.11,67.68,No,Bachelor,6.47,No,1,No,F
590,22,Female,4.63,94.86,69.82,84.48,78.19,Yes,PhD,8.13,Yes,6,Yes,C
591,24,Male,2.41,70.27,68.82,72.27,74.79,No,High School,6.41,No,6,No,D
592,19,Male,4.72,86.61,64.38,58.09,87.91,Yes,High School,9.06,Yes,3,No,B
593,19,Male,5.11,92.01,97.36,79.37,44.6,Yes,Bachelor,5.36,Yes,3,Yes,C
594,23,Male,3.62,86.51,88.84,62.5,74.12,No,High School,6.04,Yes,3,No,B
595,22,Male,4.48,63.69,74.58,71.41,89.99,Yes,High School,6.84,No,3,No,F
596,21,Male,6.26,83.85,94.31,67.94,72.89,Yes,Master,5.02,No,7,Yes,B
597,19,Female,2.71,81.98,73.98,83.5,54.86,Yes,Master,4.43,No,2,No,C
598,21,Female,2.41,96.01,82.24,78.76,87.11,Yes,PhD,5.02,Yes,2,No,C
599,24,Female,5.04,76.17,75.1,69.03,62.28,Yes,High School,6.71,Yes,3,No,A
600,19,Female,4.69,72.84,78.98,46.58,59.64,No,PhD,6.73,No,7,Yes,C
601,19,Male,5.54,89.99,77.92,62.38,57.75,No,PhD,7.33,No,3,Yes,B
602,20,Male,4.85,76.51,70.75,78.45,69.02,No,High School,6.8,Yes,7,No,A
603,19,Female,3.15,85.84,85.92,73.36,74.75,Yes,Bachelor,7.3,Yes,9,No,C
604,18,Male,4.65,85.86,82.16,51.96,52.96,Yes,High School,6.55,Yes,4,Yes,C
605,22,Female,2.29,95.52,85.28,48.32,56.05,Yes,Master,7.71,Yes,7,Yes,F
606,22,Female,3.62,83.95,78.2,72.35,61.58,No,High School,7.59,No,9,No,A
607,21,Female,4.75,80.09,65.93,57.32,57.68,Yes,Bachelor,6.67,Yes,8,Yes,F
608,24,Male,3.46,65.55,92.09,58.47,72.55,Yes,PhD,7.53,Yes,8,No,F
609,19,Female,7.7,64.63,72.37,78.07,77.42,Yes,PhD,6.81,Yes,9,No,F
610,18,Female,1.16,66.17,78.64,84.43,75.36,Yes,Master,5.48,Yes,5,Yes,D
611,21,Female,3.18,66.87,81.35,60.99,75.38,Yes,Master,7.9,Yes,5,Yes,F
612,20,Male,2.59,85.52,78.57,69.46,97.06,No,Master,6.09,Yes,3,No,B
613,21,Male,2.95,89.64,84.15,69.11,78.36,No,PhD,7.89,Yes,5,No,C
614,21,Female,3.04,81.2,85.73,68.03,83.76,Yes,Master,7.32,No,8,Yes,D
615,19,Male,2.01,93.16,72.75,70.49,65.78,Yes,High School,6.92,No,5,No,F
616,20,Male,5.13,99.65,91.25,79.08,86.16,No,PhD,5.12,No,4,Yes,C
617,21,Male,3.18,92.8,72.33,61.91,65.06,Yes,Bachelor,8.54,Yes,8,Yes,A
618,18,Male,4.25,87.8,78.37,51.7,78.17,Yes,PhD,6.64,No,7,Yes,A
619,18,Male,3.35,81.3,71.12,90.28,51.43,Yes,High School,7.63,Yes,6,Yes,C
620,22,Male,2.96,77.95,68.27,83.07,74.49,Yes,High School,6.89,Yes,5,Yes,B
621,20,Male,6.51,63.38,85.44,56.76,57.37,Yes,Master,6.73,Yes,5,No,C
622,20,Male,5.38,75.97,106.22,71.63,86.04,Yes,PhD,7.19,Yes,2,Yes,C
623,22,Male,1.2,96.41,71.38,82.13,85.14,Yes,PhD,7.03,No,4,Yes,D
624,21,Male,1.04,92.32,87.15,78.99,65,Yes,PhD,6.73,Yes,8,Yes,A
625,20,Female,5.56,68.64,71.74,75.54,102.74,No,Bachelor,6.94,Yes,8,Yes,A
626,18,Female,3.22,78.66,74.9,67.96,67.71,Yes,Master,7.43,No,1,Yes,F
627,18,Male,1.53,92.67,92.58,90.73,47.82,Yes,High School,7.5,No,2,Yes,C
628,19,Female,5.57,62.7,64.26,72.65,60.31,Yes,High School,7.04,No,5,Yes,C
629,20,Female,4.25,75.5,61.62,63.82,56.34,Yes,Master,7.62,Yes,9,No,B
630,21,Male,4.38,94.07,74.13,80.45,77.69,Yes,High School,6.58,No,7,No,A
631,22,Male,5.21,76.16,81.64,71.15,53.47,No,High School,9.22,Yes,5,No,B
632,22,Male,2.04,63.1,79.64,74.2,63.91,Yes,Master,8.49,Yes,1,No,D
633,21,Female,1.55,81.7,78.61,72.44,76.72,Yes,High School,7.76,No,6,Yes,F
634,24,Female,6.37,94.47,75.34,75.96,74.08,Yes,PhD,5.06,No,8,No,B
635,23,Male,1.84,83.61,82.87,58.26,71.81,Yes,Bachelor,7.61,No,7,Yes,A
636,19,Male,2.17,69.05,45.86,52.59,73.89,Yes,Master,6.66,Yes,2,No,D
637,22,Male,2.47,75.37,67.49,87.21,66.44,No,Bachelor,6.02,Yes,5,No,C
638,20,Female,7.12,78,74.06,73,47.94,No,High School,6.64,Yes,4,Yes,D
639,19,Female,4.74,83.17,82.05,79.25,66.05,Yes,High School,6.13,Yes,9,Yes,B
640,20,Female,5.45,90.37,89.9,48.88,79.03,No,PhD,7.51,Yes,1,No,A
641,24,Female,4.29,63.95,66.15,82.8,69.95,Yes,Master,8.62,Yes,6,No,B
642,18,Male,3.1,95.59,89.57,63.74,77.87,Yes,High School,7.83,No,3,No,C
643,19,Male,4.95,60.49,70.47,60.33,63.2,Yes,Master,9.76,Yes,9,No,C
644,22,Male,1.67,74.8,73.7,69.24,86.92,Yes,Master,5.45,No,5,Yes,A
645,19,Male,2.36,61.1,80.81,58.26,33.66,Yes,Master,6.49,No,6,No,F
646,19,Female,5.1,75.72,72.97,69.98,74.12,No,Master,6.06,No,9,No,D
647,19,Female,1.96,81.03,86.1,68.36,92.23,Yes,Master,8.23,No,9,No,D
648,23,Male,3.72,80.47,70.95,82.72,94.47,Yes,Bachelor,6.78,No,8,No,C
649,19,Male,3.78,66.63,71.1,88.16,68.52,Yes,PhD,7.19,Yes,9,No,B
650,20,Female,3.21,85.83,85.52,87.78,52.11,Yes,Master,7.63,Yes,4,Yes,B
651,18,Male,1.07,61.79,67.37,42.83,92.5,Yes,Bachelor,5.55,Yes,6,Yes,F
652,24,Female,3.06,90.48,77.49,58.78,71.22,Yes,High School,6.38,Yes,5,Yes,B
653,21,Male,2.76,97.87,58.4,42.7,69.62,Yes,Master,8,No,5,Yes,D
654,19,Male,4.24,73.59,93.2,55.68,58.61,Yes,High School,6.45,No,4,Yes,B
655,22,Male,4.17,80.69,87.07,62.21,53.25,Yes,Master,5.29,No,2,No,F
656,19,Male,4.57,75.16,102.5,74.93,80.46,Yes,Bachelor,6.1,Yes,6,Yes,D
657,22,Male,2.99,60.27,88.38,63.76,82.05,Yes,Bachelor,6.71,Yes,9,Yes,B
658,20,Male,4.78,75.43,63.7,64.1,75.02,Yes,Bachelor,7.17,Yes,1,No,D
659,22,Male,1.67,91.67,81.69,72.18,60.54,Yes,PhD,6.93,Yes,7,Yes,C
660,21,Female,1.27,83.84,65.82,49.49,56.03,Yes,High School,6.39,No,6,Yes,C
661,18,Female,0.5,64.05,90.78,59.94,50.52,Yes,PhD,7.94,No,3,Yes,C
662,22,Female,3.25,93.89,63.99,63.96,63.59,No,Master,6.87,Yes,1,Yes,B
663,22,Female,2.87,81.24,63.51,67.57,56.91,Yes,High School,7.21,Yes,4,No,F
664,18,Female,5.18,93.67,58.9,70.92,46.36,No,Bachelor,6.44,No,9,No,D
665,21,Male,3.03,83.21,70.12,88.01,81.77,Yes,High School,8.51,No,2,Yes,A
666,19,Male,4.41,82.39,68.11,80.9,52.21,Yes,Bachelor,6.61,No,3,No,C
667,22,Female,5.22,64.21,62.38,60.77,86.76,Yes,PhD,7.07,No,2,Yes,C
668,18,Male,2.97,66.69,94.9,66.86,77.91,No,PhD,8.03,Yes,2,No,A
669,20,Female,4.45,98.88,80.3,66.05,76.42,Yes,Bachelor,7.28,No,8,No,A
670,18,Female,5.5,69.14,79.12,63.83,96.98,Yes,Bachelor,7.26,No,3,No,B
671,20,Male,2.14,99.1,90.89,73.27,52.71,No,Master,5.03,No,7,No,D
672,21,Male,4.04,81.28,77.56,47.68,85.11,Yes,PhD,7.68,No,8,No,C
673,19,Male,2.98,65.43,67.51,80.57,67.54,Yes,PhD,7.06,Yes,3,No,F
674,18,Female,2.24,63.97,58,90.32,110.57,Yes,Master,7.54,Yes,2,No,B
675,24,Male,1.7,68.35,66.95,66.76,66.29,Yes,PhD,7.18,Yes,8,No,B
676,24,Female,2.21,97.03,90.05,66.53,63.87,Yes,Bachelor,6.44,Yes,3,No,F
677,23,Female,4.09,76.57,62.45,71.88,78.38,Yes,High School,7.89,Yes,7,No,F
678,22,Female,1.58,75.82,78.53,82.23,68.87,Yes,High School,7.2,Yes,1,No,F
679,21,Male,3.17,72.53,85.34,66.11,60.62,Yes,PhD,5.71,No,6,Yes,A
680,18,Male,5.22,65.88,77.85,81.21,57.45,No,Master,8.31,No,9,No,C
681,24,Female,4.67,79.51,78.99,75.86,93.87,No,Bachelor,5.57,No,3,Yes,A
682,22,Male,3.2,65.2,81.56,98.34,54.55,Yes,High School,7.9,No,7,No,C
683,24,Male,6.53,93.42,78.79,66.06,75.35,Yes,Bachelor,8.49,Yes,6,Yes,A
684,18,Male,6.84,74.82,91.09,46.29,87.84,Yes,PhD,5.89,No,8,Yes,D
685,20,Female,4.04,74.99,64.6,52.8,88.57,Yes,PhD,6.88,Yes,3,Yes,C
686,18,Female,0.3,78.96,77.4,70.14,62.98,Yes,High School,6.78,No,3,No,B
687,23,Male,5.33,77.77,56.82,82.33,68.91,Yes,PhD,6.83,No,4,No,C
688,18,Female,0.56,99.79,54.26,62.17,66,Yes,Master,8.83,No,3,No,C
689,18,Male,6.21,81.82,74.18,67.23,48.97,Yes,PhD,5.91,Yes,9,No,C
690,23,Male,5.63,63.53,80.43,78.22,80.06,Yes,PhD,6.69,No,4,Yes,D
691,21,Male,6.66,84.28,91.31,58.42,72.58,No,PhD,8.5,Yes,6,No,A
692,18,Male,4.39,66.06,99.2,62.66,93.61,Yes,Bachelor,6.68,Yes,8,No,B
693,23,Female,3.46,61.24,88.2,55.99,59.65,Yes,Bachelor,6.06,No,8,No,A
694,22,Female,3.32,98.83,82.27,84.14,88.33,Yes,High School,7.26,Yes,5,No,A
695,20,Female,3.18,90.94,76.6,88.5,89.39,Yes,High School,7.81,Yes,5,No,F
696,20,Male,5.47,99.2,59.69,51.05,72.71,Yes,High School,6.61,No,6,No,D
697,18,Male,5.07,79.12,73.54,68.29,39.44,Yes,PhD,7.55,No,7,No,F
698,21,Male,4.18,81.29,87.9,86.89,64.31,Yes,Bachelor,5.62,No,7,No,D
699,21,Female,2.92,66.73,83.98,74.78,98.79,Yes,Master,5.68,No,4,Yes,A
700,22,Male,7.94,69.88,62.14,64.13,76.46,Yes,PhD,6.56,No,6,Yes,A
701,18,Female,5.37,93.54,81.14,51.45,82.4,Yes,PhD,7.59,No,7,No,D
702,20,Female,1.6,74.25,80.28,83.84,70.66,No,PhD,7.76,Yes,5,No,A
703,21,Female,3.23,93.07,78.5,74.33,68.65,Yes,Master,5.82,No,5,No,A
704,18,Female,5.4,88.36,74.72,52.32,43.99,Yes,High School,7.72,No,2,No,B
705,24,Female,2.8,67.09,81.66,84.28,83.92,No,Master,7.17,Yes,7,Yes,F
706,21,Female,4.53,80.3,81.97,50.8,88.2,Yes,High School,6.12,No,6,Yes,F
707,23,Male,5.43,87.1,68.59,67.35,57.74,Yes,Master,5.67,Yes,1,No,F
708,24,Male,-1.08,69.4,79.55,66.82,69.32,Yes,Bachelor,7.23,No,4,Yes,C
709,21,Female,3.84,93.23,73.11,89.42,67.29,Yes,PhD,8.29,No,3,Yes,B
710,20,Female,3.9,81.79,60.13,66.87,78.3,Yes,PhD,7.04,Yes,3,No,F
711,19,Male,3.38,66.61,69.38,66.82,63.83,Yes,PhD,6.07,No,7,No,F
712,24,Female,4.45,83.32,59.36,53.64,85.97,No,High School,5.13,Yes,4,No,B
713,22,Female,4.99,99.99,84.8,62.32,73.07,No,Master,8.53,No,8,Yes,A
714,22,Male,4.21,66.02,78.56,60.19,33.76,Yes,Bachelor,8.04,No,9,Yes,F
715,20,Female,3.44,92.67,71.45,60.82,78.64,Yes,Master,7.3,Yes,3,No,A
716,21,Female,4.95,68.29,89.21,70.08,86.95,Yes,PhD,8.48,No,5,No,F
717,18,Female,4.07,91.3,75.68,40.79,54.72,Yes,Bachelor,7.22,No,4,Yes,D
718,21,Male,3.65,89.38,60.69,51.88,78.13,Yes,Bachelor,6.47,Yes,6,Yes,C
719,20,Male,2.03,72.02,70.61,68.67,99.45,Yes,PhD,7.56,No,4,No,F
720,22,Male,1.66,73.03,91.33,71.46,73.68,No,Master,6.17,Yes,8,Yes,D
721,21,Female,2,91.7,68.31,67.2,89.12,No,PhD,6,No,3,No,B
722,22,Female,4.42,78.46,77.75,69.51,65.37,Yes,Master,7.77,Yes,5,No,D
723,24,Male,3.88,89.23,82.44,65.09,71.73,Yes,Bachelor,7.86,No,1,Yes,B
724,18,Female,1.78,65.92,80.9,69.78,68.93,Yes,Bachelor,5.73,Yes,6,Yes,F
725,24,Female,4.97,94.1,99.49,75.21,66.19,Yes,PhD,5.76,Yes,5,Yes,B
726,22,Female,6.06,88.44,63.24,75.13,69.78,Yes,Bachelor,6.55,No,8,No,D
727,22,Female,3.1,96.28,64.24,61.73,47.54,Yes,High School,6.29,No,9,No,C
728,19,Female,1.39,65.29,63.4,80.98,67.04,Yes,Bachelor,7.48,Yes,8,No,A
729,19,Male,2.94,83.72,72.04,71.89,92.07,Yes,High School,7.05,No,8,No,A
730,24,Female,5.28,83.96,85.99,84.79,57.54,Yes,Bachelor,8.16,Yes,3,No,C
731,23,Male,4.82,74.14,64.68,87.19,56.01,Yes,PhD,7.32,No,4,No,A
732,24,Female,2.62,78.34,86.13,52.69,72.92,Yes,PhD,6.36,No,4,Yes,F
733,19,Male,6.28,61.52,75.35,59.69,73.67,Yes,High School,5.11,Yes,5,No,F
734,22,Female,6.02,89.83,63.91,79.76,77.66,Yes,PhD,7.18,Yes,9,No,D
735,20,Male,2.9,81.97,57.49,50.02,70.29,No,Bachelor,5.29,No,9,No,D
736,24,Female,2.89,62.31,59.72,87.04,73.08,Yes,Bachelor,6.34,No,1,No,B
737,22,Male,3.11,87.23,68.34,65.87,66.74,Yes,PhD,6.28,No,8,Yes,D
738,20,Female,3.24,78.67,73.31,76.9,52.86,Yes,Bachelor,6.49,No,1,No,F
739,20,Male,5.43,61.38,88.46,68.6,70.93,Yes,Master,5.68,No,2,Yes,D
740,19,Female,4.64,98.78,82.99,53.29,82.87,Yes,Master,6.27,Yes,7,Yes,A
741,24,Male,5.32,97.96,66.61,82.67,79.73,Yes,Bachelor,8.15,No,8,No,B
742,21,Male,5.01,80.52,79.09,103.01,45.84,Yes,PhD,8.14,No,1,No,B
743,18,Female,6.57,63.75,91.52,63.82,75.78,Yes,High School,8.53,Yes,3,Yes,F
744,19,Female,2.41,90.18,93.74,66.13,58.61,Yes,PhD,7.01,Yes,7,Yes,D
745,19,Male,4.57,79.68,71.86,38.21,92.88,Yes,High School,7.27,Yes,9,No,A
746,21,Female,0.74,72.1,84.58,86.22,76.89,Yes,PhD,8.16,No,8,Yes,D
747,18,Male,2.02,79.66,88.9,80.94,85.44,Yes,Bachelor,5.53,Yes,8,No,C
748,22,Male,3.89,80.9,59.93,49.2,72.32,Yes,Master,7.81,Yes,9,No,D
749,23,Male,4.63,82.51,69.88,45.22,71.01,Yes,PhD,8.3,Yes,3,Yes,F
750,24,Female,3.85,77.65,97.2,46.61,94.44,Yes,High School,6.11,Yes,8,No,D
